ID;Name;City;Address;Post code;District;Live Date;Client access hours
RCDK0701;Stara Cegielnia;Szczecin;ul. Przyjaciół Żołnierza 128A;71-671;Zachodniopomorskie;19.02.2015;09:00 - 21:00
RCDK0DT6;Biedronka;Rewal;ul. Topolowa 32/26;72-344;Zachodniopomorskie;29.07.2019;07:00 - 21:00
RCDK0I80;Tesco;Łobez;ul. Niepodległości 23;73-150;Zachodniopomorskie;08.12.2015;07:00 - 22:00
RCDK0Q67;CH Ster;Szczecin;ul. Ku Słońcu 67;71-047;Zachodniopomorskie;01.08.2016;09:00 - 21:00
RCDK0U18;CH Starówka;Stargard;ul. Chrobrego 8;73-110;Zachodniopomorskie;16.01.2017;09:00 - 21:00
RCDL0745;Centrum Hal Targowych;Warszawa;ul. Marywilska 44;03-042;Mazowieckie;30.03.2015;04:00 - 19:00
RCDL0746;Centrum Hal Targowych;Warszawa;ul. Marywilska 44;03-042;Mazowieckie;30.03.2015;04:00 - 19:00
RCDM0223;Tesco;Warszawa;ul. Połczyńska 121/125;01-303;Mazowieckie;03.12.2014;00:00 - 23:59
RCDM0242;Tesco;Warszawa;ul. Stalowa 60/64;03-429;Mazowieckie;15.12.2014;00:00 - 23:59
RCDM0435;Atrium Targówek;Warszawa;ul. Głębocka 15A;03-287;Mazowieckie;01.07.2014;09:00 - 21:00
RCDM0523;Centrum Handlowe Targowa;Warszawa;ul. Targowa 33;03-728;Mazowieckie;03.02.2015;10:00 - 18:00
RCDM0533;CH M1;Marki;ul. Piłsudskiego 1;05-270;Mazowieckie;22.09.2014;09:00 - 21:00
RCDM0578;Tesco;Sochaczew;Wójtówka 2D;96-500;Mazowieckie;12.11.2014;06:00 - 22:00
RCDM0589;CH Bemowo;Warszawa;ul. Powstańców Śląskich 126;01-837;Mazowieckie;14.11.2014;08:00 - 22:00
RCDM0598;Biblioteka Uniwersytecka;Warszawa;ul. Dobra 68/70;00-312;Mazowieckie;08.12.2017;00:00 - 23:59
RCDM0611;Metropol Dom i Wnętrze;Warszawa;ul. Jagiellońska 82;03-301;Mazowieckie;04.12.2014;10:00 - 20:00
RCDM0730;CH Fokus;Kobyłka;ul. Nadarzyńska 67;05-230;Mazowieckie;13.03.2015;07:00 - 21:00
RCDM0787;Tesco;Warszawa;ul. Stalowa 60/64;03-429;Mazowieckie;30.04.2015;00:00 - 23:59
RCDM0816;Selgros Cash & Carry;Warszawa;ul. Przylesie 3;03-153;Mazowieckie;09.10.2015;05:00 - 21:00
RCDM0A36;Tesco;Mościska;ul. Estrady 13k;05-080;Mazowieckie;07.08.2019;06:00 - 23:59
RCDM0AB2;Biedronka;Siedlce;ul. Wojska Polskiego 25;08-110;Mazowieckie;07.02.2018;07:00 - 21:00
RCDM0B87;Tesco;Milanówek;ul. Królewska 123A;05-822;Mazowieckie;07.07.2015;06:00 - 23:59
RCDM0BU1;Biedronka;Grodzisk Mazowiecki;ul. Nadarzyńska;05-825;Mazowieckie;23.05.2018;07:00 - 21:00
RCDM0BV1;OBI;Ząbki k. Warszawy;ul. Radzymińska 303;05-091;Mazowieckie;24.09.2018;06:30 - 21:00
RCDM0CZ5;Biedronka;Leszno k. Błonia;ul. Sochaczewska 68;05-084;Mazowieckie;22.10.2018;07:00 - 21:00
RCDM0DW2;Biedronka;Maków Mazowiecki;ul. Ciechanowska 2;06-200;Mazowieckie;14.11.2019;07:00 - 21:00
RCDM0DX7;Biedronka;Ciechanów;ul. 17 Stycznia 64;06-400;Mazowieckie;02.09.2019;07:00 - 21:00
RCDM0EB8;Biedronka;Wołomin;ul. Kościelna 54g;05-200;Mazowieckie;23.10.2019;00:00 - 23:59
RCDM0EH6;Biedronka;Wyszków;ul. 1 Armii Wojska Polskiego 175;07-202;Mazowieckie;16.12.2019;07:00 - 21:00
RCDM0EJ4;Biedronka;Marki;ul. Fabryczna 72;05-270;Mazowieckie;02.12.2019;07:00 - 21:00
RCDM0F35;Castorama;Warszawa;ul. Popularna 71;02-473;Mazowieckie;09.09.2015;07:00 - 21:00
RCDM0H03;Galeria Podkowa;Podkowa Leśna;ul. Gołębia 26;05-807;Mazowieckie;12.11.2015;08:00 - 21:00
RCDM0Q33;OBI;Warszawa;ul. Radzymińska 166;03-671;Mazowieckie;19.07.2016;08:00 - 21:00
RCDM0Z66;Centrum Hal Targowych;Warszawa;ul. Marywilska 44;03-042;Mazowieckie;26.03.2018;04:00 - 19:00
RCDN0054;CH M1;Zabrze;ul. Plut. R. Szkubacza 1;41-800;Śląskie;10.10.2018;09:00 - 21:00
RCDN0226;Tesco;Warszawa;ul. Fieldorfa 41;04-125;Mazowieckie;12.10.2018;00:00 - 23:59
RCDN0257;Millenium Plaza;Warszawa;al. Jerozolimskie 123a;02-017;Mazowieckie;13.03.2019;07:00 - 22:00
RCDN0427;KEN Center (E.Leclerc);Warszawa;ul. Ciszewskiego 15;02-777;Mazowieckie;08.03.2019;08:00 - 21:00
RCDN0445;Galeria Różana;Kutno;ul. Tadeusza Kościuszki 73;99-300;Łódzkie;17.10.2018;09:00 - 21:00
RCDN0453;H.K. Perła;Wrocław;ul. Widna 6;50-543;Dolnośląskie;15.11.2018;07:00 - 19:00
RCDN0461;CH Gala;Lublin;ul. Fabryczna 2;20-301;Lubelskie;22.10.2018;06:00 - 21:00
RCDN0467;Park Handlowy Bielany;Bielany Wrocławskie;ul. Czekoladowa 9;55-040;Dolnośląskie;07.11.2018;00:00 - 23:59
RCDN0479;Tesco;Jelenia Góra;al. Jana Pawła II 17;58-506;Dolnośląskie;08.11.2018;00:00 - 23:59
RCDN0481;Auchan;Rybnik;ul. Kotucza 100;44-200;Śląskie;23.10.2018;08:00 - 21:00
RCDN0486;Auchan;Olsztyn;ul. Gen. Sikorskiego 2b;10-088;Warmińsko-Mazurskie;14.11.2018;08:00 - 22:00
RCDN0512;OBI;Warszawa;al. Krakowska 102;02-256;Mazowieckie;06.03.2019;08:00 - 21:00
RCDN0515;EUROSPAR;Rawa Mazowiecka;ul. Reymonta 7a;96-200;Łódzkie;05.11.2018;09:00 - 19:00
RCDN0556;Auchan;Konstancin Jeziorna;ul. Warszawska 94;05-520;Mazowieckie;06.03.2019;07:00 - 21:30
RCDN0557;Designer Outlet Warszawa;Piaseczno;ul. Puławska 42e;05-500;Mazowieckie;05.03.2019;10:00 - 22:00
RCDN0558;Tesco;Warszawa;ul. Fieldorfa 41;04-125;Mazowieckie;11.10.2018;00:00 - 23:59
RCDN0561;Warmia Towers;Olsztyn;ul. Barczewskiego 1;10-061;Warmińsko-Mazurskie;16.11.2018;07:00 - 21:00
RCDN0567;Tesco;Lublin;ul. Orkana 4;20-001;Lubelskie;24.10.2018;00:00 - 23:59
RCDN0569;CH Magnolia;Wrocław;ul. Legnicka 58;54-204;Dolnośląskie;05.04.2019;09:00 - 21:00
RCDN0575;Tesco;Łódź;ul. Widzewska 22;92-308;Łódzkie;22.10.2018;00:00 - 23:59
RCDN0580;CH Wileńska;Warszawa;ul. Targowa 72;03-734;Mazowieckie;23.10.2019;09:00 - 21:00
RCDN0584;CH Arena;Wrocław;ul. Komandorska 66;53-343;Dolnośląskie;08.04.2019;08:00 - 20:00
RCDN0586;Budynek Usługowy;Warszawa;ul. Konstancińska 2;02-942;Mazowieckie;04.03.2019;09:00 - 21:00
RCDN0587;E.Leclerc;Warszawa;ul. Jutrzenki 156;02-231;Mazowieckie;14.03.2019;07:00 - 21:00
RCDN0600;Galeria Victoria;Wałbrzych;ul. 1 Maja 64;58-300;Dolnośląskie;09.11.2018;08:00 - 22:00
RCDN0624;Biedronka;Warszawa;ul. Dolna 3;00-773;Mazowieckie;11.03.2019;07:00 - 21:00
RCDN0628;Biedronka;Olsztyn;al. Piłsudskiego 50;10-450;Warmińsko-Mazurskie;15.11.2018;07:00 - 21:00
RCDN0638;Auchan;Warszawa;ul. Mołdawska 7;02-127;Mazowieckie;29.10.2018;07:00 - 22:00
RCDN0640;Galeria Julia & Szymon;Kraśnik Lubelski;ul. Urzędowska 551A;23-200;Lubelskie;07.11.2018;09:00 - 19:00
RCDN0647;Galeria Proszowice;Proszowice;ul. 3 Maja 90;32-100;Małopolskie;15.10.2018;06:00 - 22:00
RCDN0652;Dworzec Główny PKP;Kraków;ul. Pawia 5a;31-154;Małopolskie;12.10.2018;00:00 - 23:59
RCDN0660;Tesco;Gorzów Wielkopolski;ul. Górczyńska 19;66-400;Lubuskie;07.11.2018;06:00 - 23:59
RCDN0667;CH Słoneczne;Szczecin;ul. Struga 18;70-784;Zachodniopomorskie;15.11.2018;00:00 - 23:59
RCDN0679;Hala Targowa T&J PSS Społem;Wrocław;ul. Piaskowa 17;50-158;Dolnośląskie;03.04.2019;08:00 - 18:30
RCDN0680;Park Handlowy Bielany;Bielany Wrocławskie;ul. Czekoladowa 9;55-040;Dolnośląskie;07.11.2018;00:00 - 23:59
RCDN0682;Pasaż Zielińskiego;Wrocław;ul. Swobodna 37;50-088;Dolnośląskie;09.11.2018;08:00 - 18:00
RCDN0703;Galeria Vivo!;Lublin;al. Unii Lubelskiej 2;20-108;Lubelskie;19.10.2018;09:00 - 21:00
RCDN0713;CH Panorama;Ciechanów;ul. Powstańców Wlkp. 2A;06-413;Mazowieckie;26.10.2018;06:00 - 21:00
RCDN0717;Auchan;Bielany Wrocławskie;ul. Francuska 6;55-040;Dolnośląskie;17.12.2018;08:00 - 22:00
RCDN0729;Intermarche;Dębno Lubuskie;ul. Wolności 4;74-400;Zachodniopomorskie;19.11.2018;08:00 - 21:00
RCDN0738;Atrium Felicity;Lublin;al. Wincentego Witosa 32;20-331;Lubelskie;19.10.2018;07:00 - 21:00
RCDN0775;Pasaż Przy Galerii Krakowskiej;Kraków;ul. Pawia 5;31-154;Małopolskie;15.10.2018;00:00 - 23:59
RCDN0778;Tesco;Łódź;ul. Zgierska 221;91-496;Łódzkie;16.10.2018;06:00 - 23:59
RCDN0779;Tesco;Łódź;ul. Pojezierska 93;91-341;Łódzkie;17.10.2018;00:00 - 23:59
RCDN0782;Tesco;Łódź;ul. 11 Listopada 5a;91-370;Łódzkie;17.10.2018;00:00 - 23:59
RCDN0803;Auchan;Legnica;ul. R. Schumana 11;59-220;Dolnośląskie;08.11.2018;08:00 - 21:00
RCDN0807;Selgros Cash & Carry;Długołęka;ul. Wrocławska 4c;55-090;Dolnośląskie;02.04.2019;06:00 - 21:00
RCDN0873;Kaufland;Dzierżoniów;ul. Diorowska 1;58-200;Dolnośląskie;14.11.2018;07:00 - 22:00
RCDN0882;Dolnośląskie Centrum Rolno-Spożywcze;Wrocław;ul. Giełdowa 12;52-438;Dolnośląskie;14.11.2018;00:00 - 23:59
RCDN0928;Ikea;Bielany Wrocławskie;ul. Czekoladowa 5a;55-040;Dolnośląskie;07.11.2018;09:00 - 21:00
RCDN0A63;Selgros Cash & Carry;Lublin;ul. Jana Pawła II 59;20-535;Lubelskie;23.10.2018;09:00 - 21:00
RCDN0A88;Auchan;Piaseczno;ul. Puławska 46;05-500;Mazowieckie;12.03.2019;09:00 - 21:00
RCDN0AD2;Kaufland;Wodzisław Śląski;ul. Witosa 28;44-300;Śląskie;11.10.2018;07:00 - 22:00
RCDN0AD4;Biedronka;Świdnik k. Lublina;ul. Wyszyńskiego 22;21-040;Lubelskie;08.11.2018;07:00 - 21:00
RCDN0AF4;Biedronka;Kraków;ul. Prądnicka 65;31-202;Małopolskie;05.09.2018;07:00 - 21:00
RCDN0B04;Galeria Przedmieście;Węgrzce k. Krakowa;ul. Jana Matejki 5;32-086;Małopolskie;17.10.2018;07:00 - 22:00
RCDN0B43;CH Ogrody;Elbląg;ul. płk. S. Dąbka 152;82-300;Warmińsko-Mazurskie;23.10.2018;09:00 - 21:00
RCDN0B44;CH Ogrody;Elbląg;ul. płk. S. Dąbka 152;82-300;Warmińsko-Mazurskie;23.10.2018;09:00 - 21:00
RCDN0B45;CH Ogrody;Elbląg;ul. płk. S. Dąbka 152;82-300;Warmińsko-Mazurskie;23.10.2018;09:00 - 21:00
RCDN0B46;CH Ogrody;Elbląg;ul. płk. S. Dąbka 152;82-300;Warmińsko-Mazurskie;23.10.2018;09:00 - 21:00
RCDN0B50;Tesco;Brzeg Dolny;al. Jerozolimskie 39;56-120;Dolnośląskie;02.04.2019;07:00 - 23:00
RCDN0B51;Tesco;Dzierżoniów;ul. Świdnicka 71;58-200;Dolnośląskie;14.11.2018;09:00 - 21:00
RCDN0B67;Tesco;Łowicz;ul. Ułańska 12;99-400;Łódzkie;18.10.2018;06:00 - 22:00
RCDN0B83;Tesco;Malbork;al. Rodła 65-68;82-200;Pomorskie;07.11.2018;00:00 - 23:59
RCDN0B84;Tesco;Pruszcz Gdański;ul. Ignacego Domejki 1;83-000;Pomorskie;15.11.2018;06:00 - 23:59
RCDN0BT1;Biedronka;Łódź;ul. Tamka 3;91-403;Łódzkie;30.10.2018;07:00 - 21:00
RCDN0BT5;Biedronka;Sosnowiec;ul. Długosza 45;41-200;Śląskie;12.10.2018;07:00 - 21:00
RCDN0BU2;Biedronka;Łódź;ul. Traktorowa;91-204;Łódzkie;05.11.2018;07:00 - 21:00
RCDN0BU5;Biedronka;Kraków;ul. Medweckiego 21;31-870;Małopolskie;19.10.2018;07:00 - 21:00
RCDN0BV7;Galeria Pogodne Centrum;Oleśnica Śląska;ul. Oliwkowa 1;56-400;Dolnośląskie;02.04.2019;10:00 - 21:00
RCDN0BV8;Biedronka;Ożarów Mazowiecki;ul. Poznańska 153;05-850;Mazowieckie;12.03.2019;07:00 - 21:00
RCDN0BV9;Biedronka;Koluszki;ul. Słowackiego;95-040;Łódzkie;05.11.2018;07:00 - 21:00
RCDN0BX4;Salon Gier (Hotel Novotel Bronowice);Kraków;ul. Armii Krajowej 11;30-150;Małopolskie;19.10.2018;00:00 - 23:59
RCDN0BZ2;Biedronka;Błonie;ul. Traugutta 14;05-870;Mazowieckie;29.10.2018;07:00 - 21:00
RCDN0BZ3;Społem Przyszłości;Szczecin;ul. Przyszłości 25;70-893;Zachodniopomorskie;14.11.2018;00:00 - 23:59
RCDN0C36;Biedronka;Kępice;ul. gen. Sikorskiego 7;77-230;Pomorskie;24.09.2019;07:00 - 21:00
RCDN0D22;E.Leclerc;Katowice;ul. Jankego 15D;40-615;Śląskie;16.10.2018;08:00 - 21:00
RCDN0D32;Tesco;Biskupiec k. Reszla;ul. Kopernika 9;11-300;Warmińsko-Mazurskie;15.11.2018;07:00 - 22:00
RCDN0DF4;Biedronka;Warszawa;ul. Krucza 50;00-022;Mazowieckie;20.12.2018;07:00 - 21:00
RCDN0DF5;Biedronka;Warszawa;ul. Przewodowa 22;04-872;Mazowieckie;20.12.2018;07:00 - 21:00
RCDN0DP8;Intermarche;Dzierżoniów;ul. Piastowska 10;58-200;Dolnośląskie;13.06.2019;08:00 - 21:00
RCDN0DT1;Biedronka;Biały Bór;ul. Dworcowa 3;78-452;Zachodniopomorskie;26.06.2019;07:00 - 21:00
RCDN0DT2;Biedronka;Somonino;ul. Spółdzielców 1;83-313;Pomorskie;25.06.2019;07:00 - 21:00
RCDN0DV3;Biedronka;Stara Iwiczna;ul. Nowa 9;05-500;Mazowieckie;29.07.2019;07:00 - 21:00
RCDN0DW3;Biedronka;Olsztyn;ul. Kołobrzeska 32;10-041;Warmińsko-Mazurskie;06.08.2019;07:00 - 21:00
RCDN0E47;Lewiatan;Modlnica;ul. Jurajska 5;32-085;Małopolskie;12.10.2018;00:00 - 23:59
RCDN0EB7;Biedronka;Chorzele;ul. Kasztanowa 5;06-330;Mazowieckie;21.10.2019;00:00 - 23:59
RCDN0EE7;Biedronka;Warszawa;al. Rzeczypospolitej 23a;02-972;Mazowieckie;31.10.2019;07:00 - 21:00
RCDN0EF1;Biedronka;Otwock;ul. Wawerska 22;05-400;Mazowieckie;05.11.2019;07:00 - 21:00
RCDN0EH4;Biedronka;Sulejówek;ul. Piłsudskiego 102;05-070;Mazowieckie;20.11.2019;07:00 - 21:00
RCDN0EK3;Biedronka;Wrocław;ul. Ślężna 118;53-111;Dolnośląskie;04.12.2019;07:00 - 21:00
RCDN0F36;Castorama;Warszawa;al. Krakowska 75;02-183;Mazowieckie;07.03.2019;06:30 - 22:00
RCDN0G78;CH Magnolia;Wrocław;ul. Legnicka 58;54-204;Dolnośląskie;05.04.2019;09:00 - 21:00
RCDN0H17;Intermarche;Chojna Szczecińska;ul. Klasztorna 1;74-500;Zachodniopomorskie;19.11.2018;07:00 - 21:00
RCDN0H72;CH M1;Zabrze;ul. Plut. R. Szkubacza 1;41-800;Śląskie;10.10.2018;09:00 - 21:00
RCDN0H76;Tesco;Płock;ul. Chopina 56;09-400;Mazowieckie;24.10.2018;00:00 - 23:59
RCDN0I11;Lindego Concept;Kraków;ul. Lindego 1;30-148;Małopolskie;16.10.2018;09:00 - 20:00
RCDN0I76;Tesco;Gorzów Wielkopolski;ul. Górczyńska 19;66-400;Lubuskie;07.11.2018;00:00 - 23:59
RCDN0J53;CH Wileńska;Warszawa;ul. Targowa 72;03-734;Mazowieckie;23.10.2019;09:00 - 21:00
RCDN0P39;CH Manufaktura;Łódź;ul. Drewnowska 58;91-002;Łódzkie;23.10.2018;08:00 - 22:00
RCDN0Q73;CH M1;Zabrze;ul. Plut. R. Szkubacza 1;41-800;Śląskie;10.10.2018;09:00 - 21:00
RCDN0Y73;Galeria Cukrownia;Pelplin;ul. Mickiewicza 21a;83-130;Pomorskie;09.11.2018;07:00 - 21:00
RCDN0Z15;Agora S.A. (siedziba Gazety Wyborczej);Warszawa;ul. Czerska 8/10;00-732;Mazowieckie;24.10.2018;00:00 - 23:59
RCDN1582;Galeria Katowicka;Katowice;ul. 3 Maja 30;40-097;Śląskie;17.10.2018;09:00 - 21:00
RCDN1CA4;Biedronka;Lesznowola;ul. Słoneczna 314A;05-506;Mazowieckie;07.03.2019;07:00 - 21:00
RCDQ0446;CH Tulipan;Łódź;al. Piłsudskiego 94;94-015;Łódzkie;06.06.2014;08:00 - 22:00
RCDQ0452;CH Echo;Pabianice;ul. Zamkowa 31;95-200;Łódzkie;03.06.2014;09:00 - 20:00
RCDQ0590;Port Lotniczy Łódź - terminal pasażerski;Łódź;ul. Gen. Maczka 35;94-328;Łódzkie;17.11.2014;00:00 - 23:59
RCDQ0591;Galeria Sieradzka;Sieradz;al. Grunwaldzka 1;98-200;Łódzkie;19.11.2014;10:00 - 20:00
RCDQ0612;CH Echo;Piotrków Trybunalski;ul. Wł. Sikorskiego 13/17;97-300;Łódzkie;12.12.2014;09:00 - 21:00
RCDQ0740;Castorama;Łódź;ul. Wydawnicza 13;92-333;Łódzkie;18.03.2015;07:00 - 21:00
RCDQ0A56;Selgros Cash & Carry;Łódź;ul. Rokicińska 190;92-412;Łódzkie;22.06.2015;08:00 - 22:00
RCDQ0A60;Selgros Cash & Carry;Łódź;ul. 3 Maja 4;93-408;Łódzkie;09.07.2015;08:00 - 22:00
RCDQ0B68;Tesco;Tuszyn;ul. Rzgowska 100;95-080;Łódzkie;08.07.2015;06:00 - 23:59
RCDQ0B86;Tesco;Pabianice;ul. Łaska 28/30;95-200;Łódzkie;07.07.2015;06:00 - 23:59
RCDQ0C89;CH Echo;Piotrków Trybunalski;ul. Wł. Sikorskiego 13/17;97-300;Łódzkie;05.10.2015;09:00 - 21:00
RCDQ0DF3;Biedronka;Łódź;ul. Politechniki 60;90-001;Łódzkie;17.12.2018;07:00 - 21:00
RCDQ0DS3;Biedronka;Pabianice;ul. Łaska 23/25;95-200;Łódzkie;18.06.2019;07:00 - 21:00
RCDQ0F27;CH Tulipan;Łódź;al. Piłsudskiego 94;94-015;Łódzkie;29.10.2015;08:00 - 22:00
RCDQ0F39;Castorama;Łódź;ul. Wróblewskiego 31;93-566;Łódzkie;11.09.2015;07:00 - 21:00
RCDQ0Z82;Biedronka;Piotrków Trybunalski;ul. Dzielna 10;97-300;Łódzkie;16.10.2019;07:00 - 21:00
RCDS0394;Pawilony Ross;Radom;ul. Witolda 7;26-600;Mazowieckie;21.05.2014;09:00 - 21:00
RCDS0422;Galeria Korej;Radom;ul. Wernera 10;26-610;Mazowieckie;13.02.2015;09:00 - 19:00
RCDS0576;Galeria Ostrowiec;Ostrowiec Świętokrzyski;ul. Mickiewicza 30;27-400;Świętokrzyskie;07.11.2014;10:00 - 21:00
RCDS0605;CH Pasaż Świętokrzyski;Kielce;ul. Massalskiego 3;25-636;Świętokrzyskie;02.12.2014;10:00 - 21:00
RCDS0BT6;Biedronka;Radom;ul. Zbrowskiego 53;26-610;Mazowieckie;14.05.2018;07:00 - 21:00
RCDS0EI5;Biedronka;Przysucha;ul. Radomska;26-400;Mazowieckie;19.11.2019;07:00 - 21:00
RCDT0573;Auchan;Opole;ul. Sosnkowskiego 16;45-273;Opolskie;05.11.2014;08:00 - 22:00
RCDT0712;DH Opolanin;Opole;pl. Teatralny 13;45-056;Opolskie;24.02.2015;09:00 - 20:00
RCDU0574;Auchan;Nowy Sącz;ul. Gorzkowska 32;33-300;Małopolskie;06.11.2014;08:00 - 22:00
RCDV0603;Auchan;Poczesna;ul. Krakowska 10;42-262;Śląskie;27.11.2014;09:00 - 21:00
RCDW0565;Galeria Kosmos;Koszalin;ul. Okrzei 3;75-203;Zachodniopomorskie;26.06.2017;07:00 - 21:00
RCDW0AB1;Biedronka;Ustka;ul. Kwiatowa 1;76-270;Pomorskie;19.11.2018;07:00 - 21:00
RCDW0C45;Galeria Hosso;Białogard;pl. Wolności 10a;78-200;Zachodniopomorskie;27.06.2017;09:00 - 21:00
RCDW0C46;Galeria Molo;Kołobrzeg;ul. Rodziewiczówny 1a;78-100;Zachodniopomorskie;03.07.2017;07:00 - 21:00
RCDW0CC1;Atrium Koszalin;Koszalin;ul. Paderewskiego 1;75-736;Zachodniopomorskie;31.10.2018;06:00 - 23:59
RCDW0G31;Mosir Millenium;Kołobrzeg;ul. Łopuskiego 38;78-100;Zachodniopomorskie;30.06.2017;07:00 - 21:00
RCDY0B62;Tesco;Łuków;ul. Międzyrzecka 49;21-400;Lubelskie;07.07.2015;06:00 - 23:59
RCDY0B63;Tesco;Radzyń Podlaski;ul. M. Stargowskiego 1;21-300;Lubelskie;07.07.2015;08:00 - 20:00
RCDY0B64;Tesco;Włodawa;ul. Korolowska 27;22-200;Lubelskie;07.07.2015;00:00 - 23:59
RCDZ0631;Biedronka;Augustów;ul. Mazurska 10;16-300;Podlaskie;14.01.2015;07:00 - 21:00
RCDZ0A59;Biedronka;Rajgród;ul. Warszawska 13;19-206;Podlaskie;27.08.2019;07:00 - 21:00
RCDZ0AB5;Outlet Białystok (budynek A) przy Carrefour;Białystok;ul. Wysockiego 67;15-126;Podlaskie;26.04.2018;09:00 - 20:00
RCDZ0AB6;Apteka Osak;Ełk;ul. Grota Roweckiego 6;19-300;Warmińsko-Mazurskie;12.06.2018;08:00 - 18:00
RCDZ0AD3;Biedronka;Białystok;ul. Klepacka 2/1;15-634;Podlaskie;27.03.2018;07:00 - 21:00
RCDZ0BY2;Biedronka;Suwałki;ul. Jana Pawła II;16-400;Podlaskie;24.07.2018;07:00 - 21:00
RCDZ0BZ5;Biedronka;Choroszcz;ul. Sienkiewicza 30b;16-070;Podlaskie;10.08.2018;07:00 - 21:00
RCDZ1A14;Tesco;Białystok;ul. Gen. S. Sosabowskiego 2;15-182;Podlaskie;10.05.2017;07:00 - 22:00
RCN10019;CH Kometa;Toruń;ul. Grudziądzka 162;87-100;Kujawsko-Pomorskie;11.08.2014;09:00 - 21:00
RCN10022;Focus Mall;Bydgoszcz;ul. Jagiellońska 39-47;85-097;Kujawsko-Pomorskie;05.11.2014;09:00 - 21:00
RCN10033;Atrium Copernicus;Toruń;ul. Żółkiewskiego 15;87-100;Kujawsko-Pomorskie;13.11.2014;09:00 - 21:00
RCN10043;Galeria Pomorska;Bydgoszcz;ul. Fordońska 141;85-739;Kujawsko-Pomorskie;06.11.2014;09:00 - 21:00
RCN10078;Galeria Fordon;Bydgoszcz;ul. Skarżyńskiego 10;85-791;Kujawsko-Pomorskie;04.11.2014;09:00 - 20:00
RCN10116;CH Wzorcownia;Włocławek;ul. Kilińskiego 3;87-800;Kujawsko-Pomorskie;14.11.2014;09:00 - 21:00
RCN10121;CH Plaza;Toruń;ul. Broniewskiego 90;87-100;Kujawsko-Pomorskie;03.11.2014;09:00 - 21:00
RCN10125;CH Alfa;Grudziądz;ul. Chełmińska 4;86-300;Kujawsko-Pomorskie;07.11.2014;09:00 - 21:00
RCN10147;Galeria Osielsko;Osielsko;Szosa Gdańska 49;86-031;Kujawsko-Pomorskie;12.11.2014;09:00 - 21:00
RCN10245;Auchan;Grudziądz;ul. Południowa 8;86-300;Kujawsko-Pomorskie;07.11.2014;08:00 - 22:00
RCN10247;Auchan;Włocławek;ul. Cmentarna 10;87-800;Kujawsko-Pomorskie;10.11.2014;09:00 - 21:00
RCN10256;Rondo Jagiellonów - Tunel;Bydgoszcz;ul. Jagiellońska 14a;85-067;Kujawsko-Pomorskie;05.11.2014;00:00 - 23:59
RCN10275;Galeria Solna;Inowrocław;ul. Wojska Polskiego 16;88-100;Kujawsko-Pomorskie;14.11.2014;10:00 - 21:00
RCN10295;Tesco;Bydgoszcz;ul. Toruńska 101;85-817;Kujawsko-Pomorskie;04.11.2014;00:00 - 23:59
RCN10361;Brama Pomorza;Lipienice;ul. Podmiejska 2a;89-620;Pomorskie;13.11.2014;09:00 - 21:00
RCN10388;Tesco;Włocławek;ul. Kruszyńska 17/27;87-800;Kujawsko-Pomorskie;18.11.2014;06:00 - 23:59
RCN10412;Proxima Park;Chojnice;ul. Jana Pawła II 2d;89-600;Pomorskie;20.11.2014;07:00 - 21:00
RCN10463;Auchan;Bydgoszcz;ul. Mariana Rejewskiego 3;85-791;Kujawsko-Pomorskie;21.07.2014;09:00 - 22:00
RCN10483;Skwer Handlowy;Toruń;ul. Legionów 216F;87-100;Kujawsko-Pomorskie;24.07.2014;07:00 - 22:00
RCN10498;Targowisko Bartodzieje;Bydgoszcz;ul. M. Skłodowskiej-Curie 31a;85-733;Kujawsko-Pomorskie;11.09.2014;00:00 - 23:59
RCN10521;Skwer Handlowy;Grudziądz;ul. Kalinkowa 82;86-300;Kujawsko-Pomorskie;09.09.2014;08:00 - 21:00
RCN10534;CH Kometa;Toruń;ul. Grudziądzka 162;87-100;Kujawsko-Pomorskie;22.09.2014;09:00 - 21:00
RCN10540;Galeria Człuchów;Człuchów;ul. Plac Wolności 1;77-300;Pomorskie;23.10.2014;07:00 - 21:00
RCN10562;Pasaż Maciej;Toruń;ul. Konstytucji 3 Maja 10;87-100;Kujawsko-Pomorskie;29.12.2014;00:00 - 23:59
RCN10617;Sklep BSS;Bydgoszcz;ul. Boya Żeleńskiego 16a;85-858;Kujawsko-Pomorskie;15.12.2014;00:00 - 23:59
RCN10629;Biedronka;Toruń;ul. Szeroka 22;87-100;Kujawsko-Pomorskie;12.03.2015;07:00 - 21:00
RCN10653;Piekarnia Siódmiak;Bydgoszcz;ul. Glinki 33;85-100;Kujawsko-Pomorskie;12.03.2015;00:00 - 23:59
RCN10663;Auchan;Toruń;ul. Żółkiewskiego 15;87-100;Kujawsko-Pomorskie;29.01.2015;08:00 - 22:00
RCN10707;Skwer Handlowy;Inowrocław;ul. Laubitza 8;88-100;Kujawsko-Pomorskie;24.02.2015;06:30 - 21:30
RCN10714;Saller Pasaż Zieleniec;Toruń;ul. Szosa Bydgoska 26;87-100;Kujawsko-Pomorskie;26.03.2015;08:00 - 20:00
RCN10715;Atrium Copernicus;Toruń;ul. Żółkiewskiego 15;87-100;Kujawsko-Pomorskie;10.03.2015;09:00 - 21:00
RCN10908;Tesco;Szczecinek;ul. Koszalińska 82;78-400;Zachodniopomorskie;31.03.2016;00:00 - 23:59
